"","Course.Identifier","College","Department","Merged","Subject.Code","Catalog.Number","Course.Description","Course.Level","Total.Student.Count","D_GRADE_COUNT","FAIL_GRADE_COUNT","WITHDRAW_GRADE_COUNT","DEW_COUNT","PASS_GRADE_COUNT","WITHDRAW_FULLMED_GRADE_COUNT","INCOMPLETE_UNGRADED_COUNT","TERM_LD","ACAD_YR_SID","Percent.D.Grade","Percent.E.Grade","Percent.W.Grade","Percent.DEW","Percent.Passed","Per.Full..Medical.Withdrawal","Per.Ungraded..Incomplete","P.F.Opt","Units","Class..","Sections","Total.Enroll","Max.Enroll","Rm.Cap","Early_Morning","Mid_Morning","Early_Afternoon","Mid_Afternoon","Evening","Asynchronous","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","Sunday","Laboratory","Lecture","Colloquim","Seminar","Workshop","Discussion","Studio","Practicum","In_Person","Full_Online","IntractTV","Hybrid","Live_Online","Reg_Session","First_Half_Session","Second_Half_Session","First_Third_Session","Second_Third_Session","Third_Third_Session","Ten_Week","Thirteen_Week","Other","College_Number"
"5849","Spring 2020_POL_203","College of Social & Behav Sci","School of Govt & Public Policy","POL_203","POL","203","Political Ideas","Lower Division",115,0,4,1,5,109,1,0,"Spring 2020",2020,0,3.5,0.9,4.3,94.8,0.9,0,"",3,87297,1,115,195,318,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"5850","Spring 2020_POL_204","College of Social & Behav Sci","School of Govt & Public Policy","POL_204","POL","204","Comp Politics- Age of Globaliz","Lower Division",85,4,11,5,20,64,1,0,"Spring 2020",2020,4.7,12.9,5.9,23.5,75.3,1.2,0,"Y",3,247091,3,85,118,85,0,1,0,0,0,2,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,1,0,2,0,0,0,0,0,0,5
"5851","Spring 2020_POL_206","College of Social & Behav Sci","School of Govt & Public Policy","POL_206","POL","206","Public Policy + Admin","Lower Division",171,2,3,1,6,163,2,0,"Spring 2020",2020,1.2,1.8,0.6,3.5,95.3,1.2,0,"",3,260993,3,171,330,320,0,1,0,0,0,2,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,1,0,2,0,0,0,0,0,0,5
"5852","Spring 2020_POL_209","College of Social & Behav Sci","School of Govt & Public Policy","POL_209","POL","209","Diversity and Politics","Lower Division",80,0,4,3,7,72,1,0,"Spring 2020",2020,0,5,3.8,8.8,90,1.3,0,"",3,92807,1,80,150,215,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"5853","Spring 2020_POL_210","College of Social & Behav Sci","School of Govt & Public Policy","POL_210","POL","210","Us & Az Constitution","Lower Division",40,0,0,2,2,38,0,0,"Spring 2020",2020,0,0,5,5,95,0,0,"",3,81827,1,40,40,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5
"5854","Spring 2020_POL_297A","College of Social & Behav Sci","School of Govt & Public Policy","POL_297A","POL","297A","United Nations","Lower Division",22,0,0,2,2,20,0,0,"Spring 2020",2020,0,0,9.1,9.1,90.9,0,0,"Y",3,69002,1,22,70,56,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"5855","Spring 2020_POL_309","College of Social & Behav Sci","School of Govt & Public Policy","POL_309","POL","309","The Judicial Process","Upper Division",38,0,0,0,0,38,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"",3,169841,2,38,35,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,5
"5856","Spring 2020_POL_312","College of Social & Behav Sci","Latin American Area Center","POL_312","POL","312","U.S.-Latin America Relations","Upper Division",21,0,1,0,1,20,0,0,"Spring 2020",2020,0,4.8,0,4.8,95.2,0,0,"",3,87665,1,21,40,35,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"5857","Spring 2020_POL_324","College of Social & Behav Sci","Philosophy","POL_324","POL","324","Law and Morality","Upper Division",19,0,3,4,7,12,0,0,"Spring 2020",2020,0,15.8,21.1,36.8,63.2,0,0,"",3,93625,1,19,50,50,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"5858","Spring 2020_POL_330","College of Social & Behav Sci","School of Govt & Public Policy","POL_330","POL","330","Minority Group + Am Pol","Upper Division",32,0,0,0,0,32,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"",3,87299,1,32,20,50,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"5859","Spring 2020_POL_335","College of Social & Behav Sci","School of Govt & Public Policy","POL_335","POL","335","Gender and Politics","Upper Division",8,0,0,0,0,7,1,0,"Spring 2020",2020,0,0,0,0,87.5,12.5,0,"",3,87303,1,8,25,38,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"5860","Spring 2020_POL_347","College of Social & Behav Sci","School of Govt & Public Policy","POL_347","POL","347","Politics of Latin America","Upper Division",33,0,2,0,2,30,1,0,"Spring 2020",2020,0,6.1,0,6.1,90.9,3,0,"",3,177501,2,33,40,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,5
"5861","Spring 2020_POL_348","College of Social & Behav Sci","Latin American Area Center","POL_348","POL","348","Drug Wars/Oil Fortunes Lat Am","Upper Division",36,0,2,1,3,32,1,0,"Spring 2020",2020,0,5.6,2.8,8.3,88.9,2.8,0,"",3,85892,1,36,75,75,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"5862","Spring 2020_POL_365","College of Social & Behav Sci","School of Govt & Public Policy","POL_365","POL","365","Contemporary Intnl Pol","Upper Division",28,0,0,0,0,27,1,0,"Spring 2020",2020,0,0,0,0,96.4,3.6,0,"",3,76733,1,28,40,56,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"5863","Spring 2020_POL_373","College of Social & Behav Sci","Sch Geography, Dev & Environ","POL_373","POL","373","Political Geography","Upper Division",20,0,0,2,2,18,0,0,"Spring 2020",2020,0,0,10,10,90,0,0,"",3,69029,1,20,20,83,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"5864","Spring 2020_POL_377","College of Social & Behav Sci","AZ Center for Judaic Studies","POL_377","POL","377","Modern Israel","Upper Division",14,0,0,0,0,14,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"",3,89230,1,14,30,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5
"5865","Spring 2020_POL_385","College of Social & Behav Sci","Sch Middle E/N African Studies","POL_385","POL","385","Intro to Political Islam","Upper Division",28,0,5,1,6,21,1,0,"Spring 2020",2020,0,17.9,3.6,21.4,75,3.6,0,"",3,83128,1,28,30,33,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"5866","Spring 2020_POL_389","College of Social & Behav Sci","Sch Middle E/N African Studies","POL_389","POL","389","Mid East Ethnic+Rel Minr","Upper Division",14,0,0,0,0,13,1,0,"Spring 2020",2020,0,0,0,0,92.9,7.1,0,"",3,94222,1,14,30,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5
"5867","Spring 2020_POL_396H","College of Social & Behav Sci","School of Govt & Public Policy","POL_396H","POL","396H","POL Honors Spec Tops Sem","Upper Division",7,0,0,0,0,7,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"",1,92816,1,7,20,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"5868","Spring 2020_POL_397A","College of Social & Behav Sci","School of Govt & Public Policy","POL_397A","POL","397A","Adv Model United Nations","Upper Division",8,0,0,0,0,8,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"",3,77025,1,8,70,56,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"5869","Spring 2020_POL_408","College of Social & Behav Sci","School of Govt & Public Policy","POL_408","POL","408","Dev of the Amer Pres","Upper Division",39,0,2,1,3,36,0,0,"Spring 2020",2020,0,5.1,2.6,7.7,92.3,0,0,"",3,82232,1,39,40,38,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"5870","Spring 2020_POL_417","College of Social & Behav Sci","School of Govt & Public Policy","POL_417","POL","417","Dictators","Upper Division",36,1,1,0,2,34,0,0,"Spring 2020",2020,2.8,2.8,0,5.6,94.4,0,0,"",3,92817,1,36,50,75,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"5871","Spring 2020_POL_417A","College of Social & Behav Sci","Sch Middle E/N African Studies","POL_417A","POL","417A","North African Societies","Upper Division",17,0,0,0,0,17,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"",3,88639,1,17,40,48,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"5872","Spring 2020_POL_419","College of Social & Behav Sci","School of Govt & Public Policy","POL_419","POL","419","Terrorism and Counterterrorism","Upper Division",29,0,0,1,1,28,0,0,"Spring 2020",2020,0,0,3.4,3.4,96.6,0,0,"",3,87629,1,29,45,48,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"5873","Spring 2020_POL_420","College of Social & Behav Sci","School of Govt & Public Policy","POL_420","POL","420","Regulating Intoxicants","Upper Division",28,0,0,1,1,27,0,0,"Spring 2020",2020,0,0,3.6,3.6,96.4,0,0,"",3,92806,1,28,40,50,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"5874","Spring 2020_POL_421","College of Social & Behav Sci","School of Govt & Public Policy","POL_421","POL","421","Cybercrime and Surveillance","Upper Division",29,1,1,0,2,27,0,0,"Spring 2020",2020,3.4,3.4,0,6.9,93.1,0,0,"",3,94819,1,29,40,42,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"5875","Spring 2020_POL_424","College of Social & Behav Sci","School of Govt & Public Policy","POL_424","POL","424","POL in the Digital Age","Upper Division",60,1,2,2,5,55,0,0,"Spring 2020",2020,1.7,3.3,3.3,8.3,91.7,0,0,"",3,177599,2,60,65,33,0,0,0,1,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,5
"5876","Spring 2020_POL_433","College of Social & Behav Sci","School of Govt & Public Policy","POL_433","POL","433","Feminist Political Thry","Upper Division",23,0,2,1,3,19,1,0,"Spring 2020",2020,0,8.7,4.3,13,82.6,4.3,0,"",3,185649,2,23,40,2,0,0,2,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,5
"5877","Spring 2020_POL_435","College of Social & Behav Sci","School of Govt & Public Policy","POL_435","POL","435","Elections and Voting Behavior","Upper Division",49,0,0,0,0,49,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"",3,92818,1,49,50,44,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"5878","Spring 2020_POL_448","College of Social & Behav Sci","School of Govt & Public Policy","POL_448","POL","448","Pol of East & Southeast Asia","Upper Division",14,0,0,0,0,14,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"",3,82042,1,14,50,50,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"5879","Spring 2020_POL_460","College of Social & Behav Sci","School of Govt & Public Policy","POL_460","POL","460","US+Chinese Rel Mdrn Wrld","Upper Division",19,1,0,1,2,17,0,0,"Spring 2020",2020,5.3,0,5.3,10.5,89.5,0,0,"",3,81867,1,19,25,38,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"5880","Spring 2020_POL_468","College of Social & Behav Sci","School of Govt & Public Policy","POL_468","POL","468","Govt+Politics of Africa","Upper Division",16,0,1,1,2,14,0,0,"Spring 2020",2020,0,6.3,6.3,12.5,87.5,0,0,"",3,95740,1,16,40,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5
"5881","Spring 2020_POL_469","College of Social & Behav Sci","School of Govt & Public Policy","POL_469","POL","469","Law And Social Change","Upper Division",58,1,1,1,3,55,0,0,"Spring 2020",2020,1.7,1.7,1.7,5.2,94.8,0,0,"",3,272681,3,58,70,40,0,1,0,0,0,2,1,0,1,0,1,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,1,2,0,0,0,0,0,0,0,5
"5882","Spring 2020_POL_470","College of Social & Behav Sci","School of Govt & Public Policy","POL_470","POL","470","Constit Law: Federalism","Upper Division",40,0,0,1,1,39,0,0,"Spring 2020",2020,0,0,2.5,2.5,97.5,0,0,"",3,169733,2,40,40,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,5
"5883","Spring 2020_POL_471","College of Social & Behav Sci","School of Govt & Public Policy","POL_471","POL","471","Constit Law:Civ Liberty","Upper Division",82,0,1,2,3,79,0,0,"Spring 2020",2020,0,1.2,2.4,3.7,96.3,0,0,"Y",3,278460,3,82,80,52,0,0,1,0,0,2,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,1,0,2,0,0,0,0,0,0,5
"5884","Spring 2020_POL_474","College of Social & Behav Sci","School of Govt & Public Policy","POL_474","POL","474","The Art of Diplomcy & Negotn","Upper Division",37,0,0,0,0,37,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"",3,94815,1,37,40,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"5885","Spring 2020_POL_476","College of Social & Behav Sci","School of Govt & Public Policy","POL_476","POL","476","Women and the Law","Upper Division",20,0,0,0,0,20,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"",3,179895,2,20,25,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,5
"5886","Spring 2020_POL_483","College of Social & Behav Sci","School of Govt & Public Policy","POL_483","POL","483","Urban Public Policy","Upper Division",40,1,0,0,1,39,0,0,"Spring 2020",2020,2.5,0,0,2.5,97.5,0,0,"",3,92822,1,40,40,48,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"5887","Spring 2020_POL_484","College of Social & Behav Sci","Sch Middle E/N African Studies","POL_484","POL","484","Hist Arab/Israeli Confl","Upper Division",35,0,1,1,2,33,0,0,"Spring 2020",2020,0,2.9,2.9,5.7,94.3,0,0,"",3,95063,1,35,60,83,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"5888","Spring 2020_POL_496","College of Social & Behav Sci","School of Govt & Public Policy","POL_496","POL","496","Special Topics Political Sci","Upper Division",28,0,0,0,0,27,1,0,"Spring 2020",2020,0,0,0,0,96.4,3.6,0,"",3,94709,1,28,40,44,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"5889","Spring 2020_PORT_101","College of Humanities","Portuguese","PORT_101","PORT","101","1st Semester Portuguese","Lower Division",11,1,1,1,3,8,0,0,"Spring 2020",2020,9.1,9.1,9.1,27.3,72.7,0,0,"",4,94746,1,11,25,40,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4
"5890","Spring 2020_PORT_102","College of Humanities","Portuguese","PORT_102","PORT","102","2nd Semester Portuguese","Lower Division",9,0,0,0,0,9,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"",4,93111,1,9,25,40,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4
"5891","Spring 2020_PORT_305A","College of Humanities","Portuguese","PORT_305A","PORT","305A","Port for Span Speakers","Upper Division",70,0,4,1,5,63,2,0,"Spring 2020",2020,0,5.7,1.4,7.1,90,2.9,0,"",3,322736,4,70,104,89,0,2,1,0,0,1,3,0,3,0,3,0,0,0,4,0,0,0,0,0,0,3,1,0,0,0,4,0,0,0,0,0,0,0,0,4
"5892","Spring 2020_PORT_325A","College of Humanities","Portuguese","PORT_325A","PORT","325A","Inter Grammar+Convers","Upper Division",75,1,2,4,7,68,0,0,"Spring 2020",2020,1.3,2.7,5.3,9.3,90.7,0,0,"Y",3,194454,3,75,76,92,0,2,0,1,0,0,1,2,1,2,1,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4
"5893","Spring 2020_PORT_350","College of Humanities","Portuguese","PORT_350","PORT","350","Intro Genres+Lit Analys","Upper Division",14,0,0,0,0,14,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"",3,64820,1,14,25,25,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"5894","Spring 2020_PORT_430","College of Humanities","Portuguese","PORT_430","PORT","430","Brazilian Civilization","Upper Division",17,0,0,0,0,17,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"",3,89789,1,17,25,22,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"5895","Spring 2020_PORT_452","College of Humanities","Portuguese","PORT_452","PORT","452","Intro Port Linguistics","Upper Division",14,0,0,1,1,13,0,0,"Spring 2020",2020,0,0,7.1,7.1,92.9,0,0,"",3,84917,1,14,25,25,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"5896","Spring 2020_PPEL_150C1","College of Social & Behav Sci","Political Economy & Moral Sci","PPEL_150C1","PPEL","150C1","Capitalism and Socialism","Lower Division",46,0,3,7,10,36,0,0,"Spring 2020",2020,0,6.5,15.2,21.7,78.3,0,0,"",3,93395,1,46,60,89,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"5897","Spring 2020_PPEL_205","College of Social & Behav Sci","Philosophy","PPEL_205","PPEL","205","Ethics+Econ/Wealth Creat","Lower Division",8,1,0,0,1,7,0,0,"Spring 2020",2020,12.5,0,0,12.5,87.5,0,0,"",3,719382,8,12,325,347,3,3,0,0,0,2,2,0,3,0,3,0,0,0,4,0,0,0,4,0,0,6,2,0,0,0,6,0,2,0,0,0,0,0,0,5
"5898","Spring 2020_PPEL_310","College of Social & Behav Sci","Political Economy & Moral Sci","PPEL_310","PPEL","310","Philosophy/Politics+Econ","Upper Division",9,0,0,2,2,7,0,0,"Spring 2020",2020,0,0,22.2,22.2,77.8,0,0,"",3,96893,1,9,30,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5
"5899","Spring 2020_PPEL_320","College of Social & Behav Sci","Political Economy & Moral Sci","PPEL_320","PPEL","320","Classics in Political Economy","Upper Division",39,0,1,1,2,36,1,0,"Spring 2020",2020,0,2.6,2.6,5.1,92.3,2.6,0,"",3,239877,3,39,70,81,0,0,0,2,1,0,1,2,0,2,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,1,5
"5900","Spring 2020_PPEL_326","College of Social & Behav Sci","Political Economy & Moral Sci","PPEL_326","PPEL","326","Law and Legal Theory","Upper Division",30,0,0,0,0,29,1,0,"Spring 2020",2020,0,0,0,0,96.7,3.3,0,"",3,326565,4,30,40,94,0,0,0,4,0,0,4,0,4,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,5
"5901","Spring 2020_PPEL_340","College of Social & Behav Sci","Political Economy & Moral Sci","PPEL_340","PPEL","340","Justice and Welfare","Upper Division",30,0,0,0,0,30,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"",3,167071,2,30,40,120,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,5
"5902","Spring 2020_PPEL_496A","College of Social & Behav Sci","Political Economy & Moral Sci","PPEL_496A","PPEL","496A","Capstone: Phil, Pol, Econ, Law","Upper Division",18,0,0,0,0,18,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"",3,166318,2,18,20,16,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,5
"5903","Spring 2020_PR_209","College of Social & Behav Sci","Communication","PR_209","PR","209","Intro to Comm Technology","Lower Division",20,1,0,1,2,18,0,0,"Spring 2020",2020,5,0,5,10,90,0,0,"",3,178821,2,20,20,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,5
"5904","Spring 2020_PR_313","College of Social & Behav Sci","Communication","PR_313","PR","313","Comm + Public Relations","Upper Division",28,0,0,1,1,26,1,0,"Spring 2020",2020,0,0,3.6,3.6,92.9,3.6,0,"",3,176961,2,20,20,65,0,1,0,1,0,0,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,5
"5905","Spring 2020_PR_317","College of Social & Behav Sci","Communication","PR_317","PR","317","Strategic Writing for PR","Upper Division",46,0,0,0,0,46,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"",3,179849,2,46,60,71,0,1,0,1,0,0,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,5
"5906","Spring 2020_PR_318","College of Social & Behav Sci","Communication","PR_318","PR","318","Persuasion","Upper Division",14,2,0,0,2,12,0,0,"Spring 2020",2020,14.3,0,0,14.3,85.7,0,0,"Y",3,183221,2,14,24,37,0,0,0,1,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,5
"5907","Spring 2020_PRS_402","College of Social & Behav Sci","Persian","PRS_402","PRS","402","Intermediate Persian II","Upper Division",8,0,0,0,0,8,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"",5,67173,1,8,18,22,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"5908","Spring 2020_PSIO_201","College of Medicine - Tucson","Physiology","PSIO_201","PSIO","201","Human Anat+Physiology I","Lower Division",571,10,25,19,54,509,8,0,"Spring 2020",2020,1.8,4.4,3.3,9.5,89.1,1.4,0,"",4,1387416,20,1110,1069,1168,4,2,3,8,3,0,5,4,7,6,2,0,0,18,2,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,11
"5909","Spring 2020_PSIO_202","College of Medicine - Tucson","Physiology","PSIO_202","PSIO","202","Human Anat+Physiology II","Lower Division",600,4,5,16,25,575,0,0,"Spring 2020",2020,0.7,0.8,2.7,4.2,95.8,0,0,"",4,1742625,25,1200,1275,1304,7,0,6,6,6,0,9,8,7,4,3,0,0,22,3,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0,0,0,11
"5910","Spring 2020_PSIO_295H","College of Medicine - Tucson","Physiology","PSIO_295H","PSIO","295H","Intro to Honors in Physiology","Lower Division",19,0,0,0,0,19,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"",2,66448,1,19,50,59,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,11
"5911","Spring 2020_PSIO_305","College of Medicine - Tucson","Physiology","PSIO_305","PSIO","305","Integrative Systems Physiology","Upper Division",308,1,4,1,6,301,1,0,"Spring 2020",2020,0.3,1.3,0.3,1.9,97.7,0.3,0,"",3,79955,1,308,500,508,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,11
"5912","Spring 2020_PSIO_380","College of Medicine - Tucson","Physiology","PSIO_380","PSIO","380","Fundamntls Human Physiol","Upper Division",68,0,1,1,2,65,1,0,"Spring 2020",2020,0,1.5,1.5,2.9,95.6,1.5,0,"",4,200028,3,136,137,140,1,1,1,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,2,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,11
"5913","Spring 2020_PSIO_395A","College of Medicine - Tucson","Physiology","PSIO_395A","PSIO","395A","PhysioConnects A","Upper Division",52,0,0,0,0,52,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"",2,92645,1,52,60,72,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,11
"5914","Spring 2020_PSIO_404","College of Medicine - Tucson","Physiology","PSIO_404","PSIO","404","Adv Tps in Cellular Psio","Upper Division",20,0,1,0,1,19,0,0,"Spring 2020",2020,0,5,0,5,95,0,0,"",3,77024,1,20,52,51,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,11
"5915","Spring 2020_PSIO_411","College of Medicine - Tucson","Physiology","PSIO_411","PSIO","411","Sci Mthod+Profess Ethics","Upper Division",38,0,0,0,0,38,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"",3,89642,1,38,40,49,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,11
